ID,predict
a06103,0.818168
a13837,0.818168
a26645,0.818168
a27206,0.818168
a30130,0.818168
a31213,0.818168
a05248,0.818168
a18569,0.818168
a29672,0.818168
a06752,0.818168
a06259,0.818168
a28172,0.818168
a31087,0.818168
a26365,0.818168
a12320,0.818168
a15307,0.818168
a23038,0.818168
a14428,0.818168
a12104,0.818168
a18837,0.818168
a00638,0.818168
a31487,0.818168
a04262,0.818168
a16546,0.818168
a04693,0.818168
a22981,0.818168
a11186,0.818168
a04294,0.818168
a09461,0.818168
a04713,0.818168
a01349,0.818168
a12790,0.818168
a13762,0.818168
a22194,0.818168
a22786,0.818168
a27527,0.818168
a21050,0.818168
a16193,0.818168
a10874,0.818168
a25147,0.818168
a20991,0.818168
a31405,0.818168
a20491,0.818168
a12128,0.818168
a23317,0.818168
a10657,0.818168
a22470,0.818168
a16083,0.818168
a08275,0.818168
a01733,0.818168
a18979,0.818168
a06659,0.818168
a21136,0.818168
a00787,0.818168
a13155,0.818168
a11656,0.818168
a20153,0.818168
a08981,0.818168
a20655,0.818168
a30252,0.818168
a20555,0.818168
a16414,0.818168
a11238,0.818168
a01120,0.818168
a20824,0.818168
a11101,0.818168
a02735,0.818168
a00410,0.818168
a01308,0.818168
a23737,0.818168
a08258,0.818168
a00516,0.818168
a10704,0.818168
a29201,0.818168
a17854,0.818168
a00629,0.818168
a29400,0.818168
a01780,0.818168
a12719,0.818168
a25796,0.818168
a04849,0.818168
a05573,0.818168
a00804,0.818168
a07520,0.818168
a13289,0.818168
a02125,0.818168
a03769,0.818168
a00639,0.818168
a24324,0.818168
a11623,0.818168
a26191,0.818168
a04938,0.818168
a02601,0.818168
a24096,0.818168
a23240,0.818168
a05133,0.818168
a10889,0.818168
a08105,0.818168
a27381,0.818168
a02753,0.818168
a18087,0.818168
a19525,0.818168
a25095,0.818168
a09144,0.818168
a25519,0.818168
a09397,0.818168
a05200,0.818168
a05116,0.818168
a04906,0.818168
a23884,0.818168
a12610,0.818168
a03811,0.818168
a20657,0.818168
a30385,0.818168
a13561,0.818168
a24690,0.818168
a30231,0.818168
a09378,0.818168
a08442,0.818168
a00316,0.818168
a22418,0.818168
a03927,0.818168
a24059,0.818168
a09959,0.818168
a23067,0.818168
a26343,0.818168
a29999,0.818168
a08888,0.818168
a12240,0.818168
a06609,0.818168
a30430,0.818168
a12927,0.818168
a23216,0.818168
a08044,0.818168
a11099,0.818168
a29211,0.818168
a01218,0.818168
a12625,0.818168
a24203,0.818168
a05554,0.818168
a13496,0.818168
a19203,0.818168
a07115,0.818168
a05479,0.818168
a11707,0.818168
a05593,0.818168
a04259,0.818168
a01219,0.818168
a14477,0.818168
a14171,0.818168
a06204,0.818168
a01113,0.818168
a04458,0.818168
a01745,0.818168
a03519,0.818168
a07832,0.818168
a18588,0.818168
a25297,0.818168
a03030,0.818168
a17697,0.818168
a01778,0.818168
a25156,0.818168
a10103,0.818168
a04080,0.818168
a23810,0.818168
a18739,0.818168
a28348,0.818168
a14310,0.818168
a01574,0.818168
a03574,0.818168
a15620,0.818168
a01712,0.818168
a10791,0.818168
a10287,0.818168
a13520,0.818168
a12655,0.818168
a16770,0.818168
a28814,0.818168
a12913,0.818168
a22978,0.818168
a19560,0.818168
a06693,0.818168
a27074,0.818168
a13912,0.818168
a28831,0.818168
a16100,0.818168
a09244,0.818168
a29805,0.818168
a01516,0.818168
a06058,0.818168
a21874,0.818168
a08932,0.818168
a28986,0.818168
a00093,0.818168
a09112,0.818168
a14193,0.818168
a05300,0.818168
a16593,0.818168
a17482,0.818168
a18539,0.818168
a12964,0.818168
a24070,0.818168
a04589,0.818168
a13339,0.818168
a28061,0.818168
a02772,0.818168
a28958,0.818168
a27952,0.818168
a30618,0.818168
a00357,0.818168
a27682,0.818168
a24028,0.818168
a12020,0.818168
a24611,0.818168
a21756,0.818168
a25501,0.818168
a19612,0.818168
a24308,0.818168
a21821,0.818168
a27046,0.818168
a22692,0.818168
a11682,0.818168
a14499,0.818168
a17516,0.818168
a13975,0.818168
a19185,0.818168
a28795,0.818168
a09349,0.818168
a13785,0.818168
a13796,0.818168
a26083,0.818168
a15165,0.818168
a18561,0.818168
a24190,0.818168
a26641,0.818168
a05261,0.733289
a26920,0.733289
a19371,0.733289
a21170,0.731973
a05974,0.725956
a01339,0.725956
a23857,0.725956
a18825,0.725742
a14459,0.725742
a18710,0.725742
a06814,0.725742
a25767,0.725742
a25986,0.725742
a22198,0.725742
a16984,0.725742
a18353,0.725742
a15279,0.725742
a07962,0.725742
a10335,0.722834
a17918,0.722834
a06150,0.722834
a27045,0.722834
a19322,0.722834
a24545,0.722834
a21573,0.722834
a27826,0.722834
a12436,0.722834
a12381,0.722834
a18503,0.722834
a01870,0.722834
a19346,0.722834
a00661,0.722834
a09833,0.722834
a27590,0.722834
a04483,0.722834
a27845,0.722834
a28393,0.722834
a30401,0.722834
a24253,0.722834
a03699,0.647095
a24018,0.641078
a08677,0.639762
a05678,0.637956
a12904,0.637956
a26424,0.636640
a26208,0.634282
a13570,0.634282
a10786,0.634282
a08832,0.634282
a01063,0.633531
a08936,0.633531
a10738,0.633531
a08260,0.633531
a24612,0.633531
a21692,0.633531
a20626,0.633531
a16325,0.633531
a12806,0.633531
a23925,0.633531
a11176,0.633531
a19841,0.633531
a19583,0.633531
a18896,0.633531
a12738,0.633531
a07411,0.633531
a01936,0.633531
a21865,0.633531
a03183,0.633531
a18232,0.630622
a12530,0.630622
a18887,0.630622
a01993,0.630622
a22158,0.630622
a08098,0.630622
a03727,0.630409
a11125,0.630409
a20622,0.630409
a04189,0.630409
a09096,0.630409
a18553,0.630409
a10647,0.630409
a20003,0.630409
a22208,0.630409
a01390,0.630409
a30975,0.630409
a11307,0.552703
a17263,0.549403
a21235,0.548652
a08541,0.547336
a17304,0.547336
a20869,0.545530
a06098,0.544428
a09480,0.544428
a14903,0.542070
a05799,0.542070
a10656,0.541856
a19388,0.541856
a14871,0.541856
a25414,0.541856
a14896,0.538197
a11535,0.538197
a06765,0.538197
a03216,0.538197
a04801,0.538197
a04232,0.538197
a00458,0.538197
a24511,0.538197
a25315,0.538197
a26129,0.538197
a00170,0.538197
a13811,0.538197
a00350,0.538197
a26050,0.538197
a02614,0.465984
a02198,0.464150
a28237,0.464150
a26300,0.463209
a08816,0.463209
a12325,0.463209
a26339,0.459336
a12924,0.457191
a22795,0.456978
a24111,0.456978
a24344,0.455876
a04062,0.453318
a02934,0.453318
a20477,0.453318
a00454,0.453318
a08558,0.453318
a04194,0.453318
a24884,0.452002
a03676,0.452002
a08387,0.452002
a15342,0.452002
a20942,0.449645
a21488,0.449645
a01819,0.449645
a22032,0.449645
a02812,0.449645
a30179,0.449645
a31315,0.449645
a28442,0.449645
a17253,0.449645
a18023,0.449645
a30491,0.449645
a15653,0.449645
a25880,0.449645
a11686,0.449645
a13179,0.449645
a10677,0.380732
a07138,0.379272
a11327,0.375399
a06251,0.373773
a14815,0.373559
a14840,0.373255
a20676,0.372457
a26180,0.371725
a04711,0.369382
a15464,0.368066
a19392,0.367124
a07260,0.367124
a20549,0.366226
a20181,0.366226
a09637,0.366226
a25987,0.364766
a17670,0.364766
a09587,0.364766
a14137,0.364766
a21394,0.364766
a23384,0.363450
a19607,0.363450
a26667,0.363450
a19422,0.363450
a18072,0.363450
a07723,0.363450
a30405,0.363450
a15057,0.363450
a26697,0.363450
a13377,0.363450
a23723,0.363450
a17180,0.363450
a26466,0.363450
a13832,0.301708
a07414,0.295853
a18862,0.295853
a24589,0.295853
a22051,0.288520
a28650,0.288520
a03896,0.288306
a21526,0.288306
a28353,0.282289
a20830,0.281347
a27843,0.281347
a16267,0.281347
a01154,0.280829
a00404,0.280829
a21826,0.280829
a25191,0.280829
a23876,0.280031
a16243,0.280031
a25663,0.279513
a23379,0.279513
a26026,0.279513
a00714,0.279513
a01752,0.279513
a19026,0.279513
a18523,0.278572
a19391,0.278572
a11077,0.278572
a09660,0.278572
a04056,0.278572
a20025,0.278572
a27899,0.215513
a09737,0.209496
a16177,0.208180
a00134,0.203641
a29133,0.203428
a17602,0.197410
a28860,0.197410
a22173,0.196094
a04966,0.196094
a03385,0.196094
a23473,0.196094
a28880,0.196094
a03937,0.194635
a11898,0.194635
a23037,0.194635
a16986,0.194635
a21264,0.123301
a05309,0.123301
a13378,0.123301
a08675,0.123301
a16615,0.123301
a24244,0.123301
a21030,0.123301
a23404,0.123088
a29706,0.123088
a14036,0.123088
a04155,0.123088
a25711,0.123088
a11202,0.123088
a19915,0.117070
a25852,0.115754
a01323,0.115754
a20137,0.115754
a16728,0.115754
a03343,0.115754
a18517,0.111216
a24121,0.111216
a11177,0.111216
a01305,0.111216
a15938,0.111216
a11766,0.111216
a27611,0.111216
a01319,0.111216
a24990,0.111216
a09411,0.111216
a14879,0.111216
a29515,0.111216
a14886,0.111216
a06010,0.111216
a27140,0.111216
a04800,0.111216
a01040,0.111216
a00531,0.111216
a07509,0.111216
a15150,0.111216
a21009,0.111216
a10552,0.111216
a20874,0.111216
a03213,0.111216
a22414,0.111216
a09085,0.111216
a12778,0.111216
a00819,0.111216
a14641,0.111216
a27435,0.111216
a00979,0.111216
a16134,0.111216
a21750,0.111216
a02560,0.111216
a17105,0.111216
a24475,0.111216
a02761,0.111216
a27263,0.111216
a01563,0.111216
a00165,0.111216
a27396,0.111216
a16965,0.111216
a19659,0.111216
a04621,0.111216
a21150,0.111216
a29496,0.030876
a28205,0.030876
a09042,0.030876
a04213,0.030876
a21919,0.030876
a19850,0.030876
a26624,0.030876
a18280,0.030876
a21512,0.030876
a10954,0.030876
a12118,0.030876
a28604,0.030876
a05656,0.030876
a11198,0.030876
a00518,0.030876
a26856,0.030876
a20976,0.030876
a21088,0.030876
a30496,0.030876
a03329,0.030876
a14630,0.030876
a26055,0.030876
a06604,0.030876
a28726,0.030876
a23224,0.030876
a09275,0.030876
a15163,0.030876
a14250,0.030876
a08066,0.030876
a16632,0.030876
a12724,0.030876
a09499,0.030876
a27477,0.030876
a27218,0.030876
a10832,0.030876
a07368,0.030876
a00273,0.030876
a06937,0.030876
a25204,0.030876
a13663,0.030876
a00085,0.030876
a21759,0.030876
a23921,0.030876
a21303,0.030876
a20421,0.030876
a30580,0.030876
a14323,0.030876
a05172,0.030876
a20631,0.030876
a28329,0.030876
a09565,0.030876
a12237,0.030876
a17459,0.030876
a29686,0.030876
a04007,0.030876
a26926,0.030876
a06320,0.030876
a14872,0.030876
a20544,0.030876
a08532,0.030876
a05807,0.030876
a10511,0.030876
a04212,0.030876
a25035,0.030876
a02779,0.030876
a05679,0.030876
a01417,0.030876
a18709,0.030876
a20761,0.030876
a09108,0.030876
a13571,0.030876
a29600,0.030876
a05491,0.030876
a05967,0.030876
a21626,0.030876
a13406,0.030876
a30880,0.030876
a12961,0.030876
a03859,0.030876
a28581,0.030876
a30350,0.030876
a29182,0.030876
a20255,0.030876
a08963,0.030876
a12736,0.030876
a12296,0.030876
a09561,0.030876
a23088,0.030876
a03346,0.030876
a09810,0.030876
a25258,0.030876
a28104,0.030876
a08789,0.030876
a15727,0.030876
a10291,0.030876
a04939,0.030876
a06253,0.030876
a08535,0.030876
a25893,0.030876
a19405,0.030876
a14360,0.030876
a14337,0.030876
a11063,0.030876
a22522,0.030876
a09931,0.030876
a26495,0.030876
a09225,0.030876
a20594,0.030876
a23393,0.030876
a22845,0.030876
a09029,0.030876
a17037,0.030876
a28331,0.030876
a09504,0.030876
a24110,0.030876
a25789,0.030876
a30586,0.030876
a22265,0.030876
a01357,0.030876
a04246,0.030876
a00880,0.030876
a18321,0.030876
a14727,0.030876
a04720,0.030876
a15381,0.030876
a14213,0.030876
a18816,0.030876
a24701,0.030876
a24838,0.030876
a07442,0.030876
a06016,0.030876
a07820,0.030876
a19666,0.030876
a24301,0.030876
a23424,0.030876
a14778,0.030876
a08460,0.030876
a15114,0.030876
a27311,0.030876
a11603,0.030876
a08631,0.030876
a04575,0.030876
a05127,0.030876
a13150,0.030876
a16485,0.030876
a13122,0.030876
a12494,0.030876
a28631,0.030876
a19138,0.030876
a19589,0.030876
a30773,0.030876
a29112,0.030876
a22639,0.030876
a00423,0.030876
a21466,0.030876
a14143,0.030876
a06755,0.030876
a19651,0.030876
a11220,0.030876
a18999,0.030876
a02990,0.030876
a27817,0.030876
a14557,0.030876
a04888,0.030876
a05320,0.030876
a06576,0.030876
a26526,0.030876
a24824,0.030876
a04390,0.030876
a09653,0.030876
a22891,0.030876
a11524,0.030876
a05174,0.030876
a10533,0.030876
a15269,0.030876
a11437,0.030876
a17278,0.030876
a11243,0.030876
a19518,0.030876
a25903,0.030876
a23805,0.030876
a26934,0.030876
a25068,0.030876
a27894,0.030876
a24606,0.030876
a26644,0.030876
a08178,0.030876
a09387,0.030876
a17110,0.030876
a09379,0.030876
a25561,0.030876
a27286,0.030876
a23666,0.030876
a15660,0.030876
a14706,0.030876
a21930,0.030876
a26101,0.030876
a27627,0.030876
a21550,0.030876
a20366,0.030876
a12594,0.030876
a18707,0.030876
a07027,0.030876
a04823,0.030876
a09266,0.030876
a21273,0.030876
a01069,0.030876
a25402,0.030876
a28800,0.030876
a05417,0.030876
a21813,0.030876
a15731,0.030876
a05580,0.030876
a30662,0.030876
a18920,0.030876
a22413,0.030876
a20001,0.030876
a27316,0.030876
a08473,0.030876
a14162,0.030876
a02988,0.030876
a27574,0.030876
a11636,0.030876
a16219,0.030876
a11014,0.030876
a09373,0.030876
a18149,0.030876
a06474,0.030876
a29393,0.030876
a01612,0.030876
a22489,0.030876
a02948,0.030876
a00885,0.030876
a01845,0.030876
a20119,0.030876
a16689,0.030876
a31160,0.030876
a20320,0.030876
a14973,0.030876
a15567,0.030876
a08133,0.030876
a27664,0.030876
a10607,0.030876
a19678,0.030876
a04964,0.030876
a01843,0.030876
a01894,0.030876
a12424,0.030876
a28828,0.030876
a11438,0.030876
a13185,0.030876
a14894,0.030876
a30800,0.030876
a16166,0.030876
a00383,0.030876
a02830,0.030876
a10452,0.030876
a11416,0.030876
a30901,0.030876
a18845,0.030876
a08699,0.030876
a15937,0.030876
a24126,0.030876
a20538,0.030876
a17392,0.030876
a21340,0.030876
a15281,0.030876
a25905,0.030876
a08210,0.030876
a26400,0.030876
a29259,0.030876
a06139,0.030876
a06065,0.030876
a10217,0.030876
a17249,0.030876
a31151,0.030876
a08920,0.030876
a07218,0.030876
a31124,0.030876
a04256,0.030876
a07653,0.030876
a17460,0.030876
a24162,0.030876
a19963,0.030876
a16300,0.030876
a31490,0.030876
a23812,0.030876
a10025,0.030876
a13202,0.030876
a01140,0.030876
a25086,0.030876
a13311,0.030876
a03594,0.030876
a17468,0.030876
a31102,0.030876
a00285,0.030876
a14119,0.030876
a10330,0.030876
a22749,0.030876
a01412,0.030876
a06874,0.030876
a27351,0.030876
a29062,0.030876
a24161,0.030876
a21873,0.030876
a18795,0.030876
a00823,0.030876
a16581,0.030876
a31103,0.030876
a13885,0.030876
a24784,0.030876
a19164,0.030876
a15334,0.030876
a12068,0.030876
a10615,0.030876
a13409,0.030876
a27546,0.030876
a10351,0.030876
a02304,0.030876
a03467,0.030876
a29315,0.030876
a03418,0.030876
a29844,0.030876
a26670,0.030876
a17859,0.030876
a14439,0.030876
a00637,0.030876
a12637,0.030876
a10381,0.030876
a30193,0.030876
a18757,0.030876
a25286,0.030876
a16094,0.030876
a29018,0.030876
a07522,0.030876
a01532,0.030876
a28692,0.030876
a20494,0.030876
a28301,0.030876
a08427,0.030876
a16868,0.030876
a18917,0.030876
a00786,0.030876
a18097,0.030876
a26749,0.030876
a07487,0.030876
a30486,0.030876
a27747,0.030876
a26293,0.030876
a23881,0.030876
a21658,0.030876
a11558,0.030876
a09500,0.030876
a06585,0.030876
a16956,0.030876
a29055,0.030876
a07841,0.030876
a06540,0.030876
a02851,0.030876
a00335,0.030876
a31245,0.030876
a09482,0.030876
a18470,0.030876
a19327,0.030876
a10259,0.030876
a17998,0.030876
a00814,0.030876
a28354,0.030876
a14325,0.030876
a02318,0.030876
a06748,0.030876
a15284,0.030876
a25652,0.030876
a19380,0.030876
a09445,0.030876
a22526,0.030876
a19745,0.030876
a26708,0.030876
a03542,0.030876
a30290,0.030876
a07093,0.030876
a21474,0.030876
a04407,0.030876
a16530,0.030876
a14712,0.030876
a18129,0.030876
a17124,0.030876
a29263,0.030876
a13284,0.030876
a03469,0.030876
a05521,0.030876
a16869,0.030876
a13464,0.030876
a01833,0.030876
a16068,0.030876
a15111,0.030876
a25952,0.030876
a23947,0.030876
a06196,0.030876
a00464,0.030876
a25123,0.030876
a26124,0.030876
a19003,0.030876
a03850,0.030876
a02804,0.030876
a16871,0.030876
a31268,0.030876
a00364,0.030876
a04809,0.030876
a00962,0.030876
a27142,0.030876
a21057,0.030876
a09295,0.030876
a04631,0.030876
a13913,0.030876
a22570,0.030876
a05898,0.030876
a10697,0.030876
a30676,0.030876
a13544,0.030876
a26905,0.030876
a28900,0.030876
a29172,0.030876
a31182,0.030876
a02100,0.030876
a04521,0.030876
a11272,0.030876
a24522,0.030876
a07773,0.030876
a20276,0.030876
a20416,0.030876
a28681,0.030876
a07967,0.030876
a08813,0.030876
a21259,0.030876
a30997,0.030876
a14738,0.030876
a00769,0.030876
a10074,0.030876
a03205,0.030876
a19106,0.030876
a11365,0.030876
a21719,0.030876
a28270,0.030876
a16221,0.030876
a17553,0.030876
a06823,0.030876
a06423,0.030876
a10065,0.030876
a20641,0.030876
a20865,0.030876
a30995,0.030876
a06594,0.030876
a21069,0.030876
a18821,0.030876
a14153,0.030876
a11056,0.030876
a29659,0.030876
a23514,0.030876
a21244,0.030876
a28675,0.030876
a10868,0.030876
a11390,0.030876
a02640,0.030876
a30162,0.030876
a10822,0.030876
a08063,0.030876
a28401,0.030876
a05831,0.030876
a29347,0.030876
a25611,0.030876
a09652,0.030876
a30047,0.030876
a21977,0.030876
a17665,0.030876
a14161,0.030876
a20688,0.030876
a11190,0.030876
a29457,0.030876
a11789,0.030876
a28515,0.030876
a10139,0.030876
a08709,0.030876
a25640,0.030876
a12235,0.030876
a08848,0.030876
a20692,0.030876
a07960,0.030876
a02603,0.030876
a19997,0.030876
a09685,0.030876
a29520,0.030876
a28764,0.030876
a16338,0.030876
a08444,0.030876
a29115,0.030876
a11992,0.030876
a04027,0.030876
a01619,0.030876
a05693,0.030876
a06666,0.030876
a08891,0.030876
a17300,0.030876
a10119,0.030876
a19933,0.030876
a25206,0.030876
a28222,0.030876
a27708,0.030876
a24050,0.030876
a30173,0.030876
a03259,0.030876
a22613,0.030876
a08268,0.030876
a00031,0.030876
a20784,0.030876
a29102,0.030876
a00913,0.030876
a15036,0.030876
a09855,0.030876
a05544,0.030876
a29160,0.030876
a17329,0.030876
a06194,0.030876
a26682,0.030876
a31230,0.030876
a17874,0.030876
a01354,0.030876
a10397,0.030876
a20392,0.030876
a12055,0.030876
a07276,0.030876
a04650,0.030876
a17235,0.030876
a21243,0.030876
a29754,0.030876
a09743,0.030876
a16145,0.030876
a31046,0.030876
a29364,0.030876
a21410,0.030876
a09454,0.030876
a11720,0.030876
a27264,0.030876
a21619,0.030876
a31332,0.030876
a10190,0.030876
a22791,0.030876
a01912,0.030876
a10010,0.030876
a14618,0.030876
a17332,0.030876
a07434,0.030876
a04170,0.030876
a16796,0.030876
a24948,0.030876
a30464,0.030876
a13031,0.030876
a13958,0.030876
a08342,0.030876
a03298,0.030876
a13151,0.030876
a14423,0.030876
a15611,0.030876
a05323,0.030876
a19632,0.030876
a15211,0.030876
a30259,0.030876
a08122,0.030876
a16890,0.030876
a12862,0.030876
a10113,0.030876
a11654,0.030876
a07030,0.030876
a25469,0.030876
a26591,0.030876
a24477,0.030876
a15606,0.030876
a09703,0.030876
a16899,0.030876
a31256,0.030876
a16703,0.030876
a27253,0.030876
a12791,0.030876
a02371,0.030876
a19066,0.030876
a02899,0.030876
a00326,0.030876
a03284,0.030876
a29004,0.030876
a17261,0.030876
a28083,0.030876
a25634,0.030876
a15885,0.030876
a04557,0.030876
a10305,0.030876
a19923,0.030876
a01991,0.030876
a02871,0.030876
a01931,0.030876
a04178,0.030876
a19807,0.030876
a15604,0.030876
a28468,0.030876
a14259,0.030876
a11694,0.030876
a06457,0.030876
a07263,0.030876
a11351,0.030876
a12123,0.030876
a31150,0.030876
a02353,0.030876
a16755,0.030876
a04933,0.030876
a31342,0.030876
a09437,0.030876
a19369,0.030876
a08206,0.030876
a11833,0.030876
a03855,0.030876
a12853,0.030876
a08244,0.030876
a22778,0.030876
a22038,0.030876
a08658,0.030876
a00145,0.030876
a15382,0.030876
a22131,0.030876
a01945,0.030876
a16585,0.030876
a17559,0.030876
a26232,0.030876
a22974,0.030876
a04807,0.030876
a23453,0.030876
a09107,0.030876
a28257,0.030876
a17941,0.030876
a23425,0.030876
a16644,0.030876
a07316,0.030876
a24497,0.030876
a19927,0.030876
a06977,0.030876
a11935,0.030876
a03983,0.030876
a17970,0.030876
a23683,0.030876
a06848,0.030876
a07532,0.030876
a22573,0.030876
a01644,0.030876
a27703,0.030876
a11447,0.030876
a19888,0.030876
a30495,0.030876
a25513,0.030876
a21423,0.030876
a30170,0.030876
a13566,0.030876
a01359,0.030876
a18802,0.030876
a16049,0.030876
a17193,0.030876
a20439,0.030876
a22803,0.030876
a09706,0.030876
a25976,0.030876
a22814,0.030876
a22752,0.030876
a30463,0.030876
a14130,0.030876
a22807,0.030876
a24305,0.030876
a05459,0.030876
a19201,0.030876
a08343,0.030876
a10484,0.030876
a02612,0.030876
a09139,0.030876
a14431,0.030876
a15405,0.030876
a21028,0.030876
a24887,0.030876
a23454,0.030876
a01815,0.030876
a31384,0.030876
a26616,0.030876
a29220,0.030876
a13656,0.030876
a11281,0.030876
a06887,0.030876
a01008,0.030876
a26194,0.030876
a03456,0.030876
a14107,0.030876
a12099,0.030876
a09433,0.030876
a23460,0.030876
a11569,0.030876
a16153,0.030876
a18921,0.030876
a30458,0.030876
a19438,0.030876
a04672,0.030876
a02730,0.030876
a08341,0.030876
a26966,0.030876
a09645,0.030876
a09297,0.030876
a15147,0.030876
a10860,0.030876
a14445,0.030876
a16131,0.030876
a20234,0.030876
a20144,0.030876
a18227,0.030876
a26091,0.030876
a00624,0.030876
a26217,0.030876
a28134,0.030876
a09594,0.030876
a13794,0.030876
a10366,0.030876
a15204,0.030876
a04497,0.030876
a16250,0.030876
a13687,0.030876
a00004,0.030876
a05959,0.030876
a24726,0.030876
a10270,0.030876
a28129,0.030876
a25059,0.030876
a05536,0.030876
a27223,0.030876
a27944,0.030876
a23753,0.030876
a05293,0.030876
a13502,0.030876
a20947,0.030876
a29511,0.030876
a11086,0.030876
a29745,0.030876
a07637,0.030876
a03866,0.030876
a01133,0.030876
a10115,0.030876
a28714,0.030876
a25804,0.030876
a04388,0.030876
a22740,0.030876
a27965,0.030876
a01130,0.030876
a24283,0.030876
a31494,0.030876
a07062,0.030876
a24372,0.030876
a10717,0.030876
a30804,0.030876
a10732,0.030876
a14176,0.030876
a14469,0.030876
a18077,0.030876
a05589,0.030876
a09573,0.030876
a09328,0.030876
a17048,0.030876
a17883,0.030876
a16693,0.030876
a22347,0.030876
a19849,0.030876
a15252,0.030876
a24052,0.030876
a09208,0.030876
a30989,0.030876
a09612,0.030876
