account,forward_strength,backward_strength,a_dominance,network_activity,activity_intensity,current_type,improved_type
a27341,1.454390802840795,1.4770711478630143,0.47800035267508073,0.0906783522689543,0.0,type4,type4
a23490,1.4639614418495521,1.4810463063262957,0.475531935307115,0.7224527993782265,0.0007977430900471,type4,type4
a22519,1.454659433792452,1.4772733093979755,0.477923598194555,0.1543210374300304,0.0005295363614968,type4,type4
a20396,1.4544372740726697,1.3478061672460893,0.4941003315879081,0.3166489519084298,0.0001059072722993,type4,type2
a25841,1.4567623718392646,0.9911176401996995,0.4791895898053427,0.4924625989151319,0.0010033320533624,type4,type4
a27144,1.4543887531483488,1.4771129155052056,0.47799387640587415,0.0971093669787132,0.0,type4,type4
a04610,1.454387287396135,1.4771154053790982,0.47799370941851577,0.4646471346324176,0.0002246517897259,type4,type4
a25815,1.6030235002806617,1.4790439045664505,0.5000290689303523,0.1184808594286769,0.0010590727229936,type4,type2
a10001,1.0047882966593709,1.5079519713754865,0.4609578964421323,0.43843127806936766,0.0010590727229936,type4,type3
a11832,1.454385506544643,1.0928638608216361,0.505540473082229,0.2751040362138452,0.0003530242409978,type4,type2
a12616,1.4580751473098226,1.478047194041673,0.47724164165618904,0.567372457502417,0.0001681067814275,type4,type4
a06725,1.4671996134627925,1.4774302186811996,0.4758628167771278,0.39998548285685087,0.0024711696869851,type4,type4
a20033,1.185579766489717,1.5294418314113156,0.49176938438432904,0.7094939248773202,0.0008114972812548,type4,type4
a29735,1.4612968734406788,1.480330261365089,0.47634855883341704,0.6329316515171486,0.0007281124970581,type4,type4
a10761,1.4730673363801157,1.4782601303746952,0.4747829111050023,0.2591890506917036,0.0012708872675923,type4,type3
a25427,1.4766483004980928,1.4785529914004445,0.47416054200145186,0.3204582396690634,0.0012355848434925,type4,type3
a01994,1.454387572139542,1.4771213146676165,0.47799269945797634,0.2626827115150227,0.0010590727229936,type4,type4
a19224,1.45437614314584,1.4805750414742975,0.4774320791544476,0.30484574422241895,0.0004538883098544,type4,type4
a05754,1.459940277183252,1.4778189978408625,0.4769757203059122,0.2449993896989848,0.0007943045422452,type4,type4
a04868,1.4639840074144563,1.4894165765630658,0.47444964082822355,0.2607435106661717,0.0042362908919745,type4,type3
a08157,1.454380164523363,1.4771358848185718,0.47799153158467295,0.310326097202387,0.0001925586769079,type4,type4
a13227,1.4588996790003077,1.4797915515496154,0.4768244556362542,0.2132167302236738,0.0007060484819957,type4,type4
a17413,1.454390802840795,1.4771115912897708,0.4779937581137761,0.0572116704513172,0.0,type4,type4
a05787,1.4544183159157342,1.4772546365307169,0.47796594948310345,0.2292160296973856,0.0026476818074841,type4,type4
a20617,1.4543853029703477,1.1183448157012157,0.5002952647381902,0.3028761158781376,0.0002647681807484,type4,type2
a24830,1.455877494305863,1.477598781516785,0.4776721249934245,0.342108756677698,0.0023829136267357,type4,type4
a02365,1.523942798109816,1.499031409794254,0.463530202350462,0.8213502099542649,0.0037151598695491,type4,type1
a22570,1.4600320803227702,1.500013251244953,0.4804717563604979,0.36485887416113727,0.0029654036243822,type4,type4
a18475,1.088806061550923,1.4785002997789292,0.5055192872107035,0.33261782388671135,0.0014827018121911,type4,type4
a20077,1.4544296892977258,1.4771391555226352,0.47798292329575687,0.1184808594286769,0.0,type4,type4
a08985,1.4547756540754575,1.4772696333502529,0.4779052534758997,0.2490569082250273,0.0026476818074841,type4,type4
a03411,1.4543863715478882,1.4771219975032956,0.47799514946903415,0.1797500484060367,0.0031772181689809,type4,type4
a02931,1.6005973535998823,1.4771839883067088,0.5026595730978337,0.1184808594286769,0.0010590727229936,type4,type2
a17697,1.4805759623228085,1.4902867770206782,0.47166091779778857,0.2299507519550637,0.0052953636149682,type4,type3
a07511,1.5332475403765429,1.4822536238681667,0.46467892730559385,0.5801385840233382,0.0033681984960781,type4,type1
a28038,1.454390802840795,1.4857525944273635,0.4765889471894352,0.2385683749892259,0.001512961032848,type4,type4
a04400,1.4572570934059312,1.3316656156878417,0.4881405028446394,0.3548321985980693,0.0014120969639915,type4,type2
a00335,1.4657115089898243,1.4828902698749933,0.4752218004933392,0.342108756677698,0.0001925586769079,type4,type3
a24000,1.1294359803861906,1.477949732608712,0.5068209085790981,0.8711772031340319,0.0001399771928146,type4,type4
a18594,1.454390802840795,1.47708710608185,0.4779977505629488,0.691392074950377,0.1575461974825719,type4,type1
a22910,1.4544101979925106,1.4771387447443618,0.4779861682888412,0.1797500484060367,0.0031772181689809,type4,type4
a26754,1.4543796701510177,1.4771164549903775,0.47799478030093423,0.1543210374300304,0.0021181454459872,type4,type4
a19474,1.493972751250352,1.4807021679221481,0.4710564630974199,0.42086754937688453,0.0264768180748411,type4,type4
a22430,1.454390802840795,1.4800002429379289,0.4775232150144946,0.2551315321656611,0.0009627933845396,type4,type4
a11060,1.4543862828883296,1.4844300129314272,0.47680416373189377,0.3848885447527632,0.0007413509060955,type4,type4
a12335,1.464610999438312,1.4812118179416989,0.4756701041294302,0.5220954734259646,0.0015886090844904,type4,type4
a20262,1.478648964318765,1.4995063288089314,0.47050597043191844,0.49865160624783345,0.0005525596815619,type4,type3
a21838,1.454382595982606,1.4771229937982708,0.4779932370501605,0.42933560665495646,0.000756480516424,type4,type4
a24301,1.4543564415980157,1.4771336392298826,0.4779957658578429,0.1797500484060367,0.0010590727229936,type4,type4
a04252,1.4985786336081084,1.5108219601385195,0.4656209110883084,0.2132167302236738,0.0042362908919745,type4,type3
a07701,1.454995975205262,1.4772549727688864,0.47787173442917574,0.31899202059671594,0.0012708872675923,type4,type4
a14637,1.4543686971595187,1.4771241999327094,0.4779953066507179,0.1543210374300304,0.0005295363614968,type4,type4
a17261,1.454361659240876,1.477129854499867,0.4779955322135464,0.3675377676537043,7.060484819957648e-05,type4,type4
a14953,1.454390802840795,1.4798084865394703,0.4775544222103463,0.1478900227202716,0.0007060484819957,type4,type4
a03338,1.4551321162337107,1.4775389903744658,0.4778032705858467,0.1184808594286769,0.0010590727229936,type4,type4
a27584,1.4543903136700402,1.483391156431122,0.47697211673193296,0.5050842425884845,6.418622563597836e-05,type4,type4
a22276,1.4776349096580157,1.4883721666274128,0.4724330759334828,0.3138976625914463,0.0006051844131392,type4,type3
a29585,1.1093515634241842,1.4886095065758629,0.5000237458262234,0.5755777633908941,0.0017651212049894,type4,type4
a08963,1.455206383609414,1.4776629314371719,0.47777097980505956,0.6134082715257405,0.0008504674896767,type4,type4
a00034,1.454531612358263,1.113910990713874,0.5100874773430718,0.613302680701586,0.0017209931748646,type4,type2
a01315,1.4911436245634881,1.492198326790891,0.4732203600467605,0.6325349021528319,0.0017156978112497,type4,type3
a08017,1.454384979476296,1.4771093298156315,0.4779950763842541,0.3138976625914463,0.0018533772652388,type4,type4
a13885,1.454390802840795,1.4774391756071585,0.47794035008530295,0.1144233409026344,0.0021181454459872,type4,type4
a01964,1.454415380360369,1.4772084046497496,0.4779739656414217,0.5638448912902779,0.0012944222169922,type4,type4
a26455,1.467671848347302,1.4863720547979524,0.4743443341549418,0.7575188066138709,0.0052154335981385,type4,type1
a06217,1.4864992841823343,1.7805512678340465,0.5129669269791545,0.7020800402393794,0.0009800374451582,type4,type4
a20827,1.4547441310197993,1.479578732370932,0.4775343108190933,0.4120438690493865,0.0001765121204989,type4,type4
a01903,1.4567799625806952,1.4773561413407124,0.4775397147034503,0.4602723959901848,0.0023534949399858,type4,type4
a27666,1.454390802840795,1.654942118205136,0.5077727463667695,0.0906783522689543,0.0010590727229936,type4,type4
a16669,1.5056034998483847,1.637381272212379,0.4783599222561553,0.1184808594286769,0.0010590727229936,type4,type4
a00681,1.454100731744091,1.4772330434191596,0.47802125372500914,0.3239519004923825,0.0012103688262784,type4,type4
a17889,1.454614492094167,1.4771615317867968,0.47794914579971826,0.1543210374300304,0.0005295363614968,type4,type4
a16290,1.4578863309247994,1.171004503359199,0.5213960820399518,0.4612348713751339,0.0011473287832431,type4,type2
a18728,1.456777962362434,1.146375917140581,0.48608965095293005,0.446157733730123,0.0006229839547021,type4,type4
a08893,1.66132546664748,1.4788308245833854,0.5096325409115556,0.1184808594286769,0.0,type4,type2
a09915,1.490174534224441,1.537904909632747,0.4864258745150051,0.5983819016177382,0.0007943045422452,type4,type4
a17265,1.454390802840795,1.4774501605986845,0.4779385593433217,0.1478900227202716,0.0007060484819957,type4,type4
a11508,1.4543144545403062,1.4771821846073814,0.47799469648970905,0.3832769182348534,0.0012944222169922,type4,type4
a01106,1.6183007535509795,1.4849187603601377,0.4963772480906899,0.33261782388671135,0.0010590727229936,type4,type2
a14084,1.4567726370453613,1.4785050546586465,0.47737897175804983,0.1543210374300304,0.0,type4,type4
a29748,1.0812285448976,1.1293714466899394,0.5215804531207955,0.31899202059671594,0.0018533772652388,type4,type4
a18062,1.4570094403962022,1.4786437078003782,0.47731791719018496,0.151947541246314,0.0005295363614968,type4,type4
a24303,1.466068611911358,1.653646454314006,0.5001137697975623,0.1877877192476675,0.0031772181689809,type4,type4
a06736,1.4543555647770074,1.4772797973501635,0.4779720781077197,0.2744859192010336,0.0021181454459872,type4,type4
a00513,1.556579054034692,1.7308643299832753,0.4770524967250107,0.1756925298799941,0.0010590727229936,type4,type4
a19727,1.5214650338174098,1.5226357587962154,0.46031322277174497,0.548966800043921,0.0018533772652388,type4,type3
a03842,1.5022508155919352,1.0574195541161764,0.49788180692661405,0.6807528487976218,0.0036065719755999,type4,type1
a19235,1.5209774529948712,1.5295728538619782,0.4593400224019829,0.5726762640004308,0.0021769828194869,type4,type1
a11940,1.4546067906050544,1.4772556836978095,0.4779350527426042,0.1797500484060367,0.0003530242409978,type4,type4
a31025,1.4763066216675957,1.4886099936657702,0.4726068311814733,0.4153993917914731,0.0,type4,type3
a00574,1.493944244052265,1.4948194797011884,0.46883593880423813,1.0037188075551593,0.0017052217850366,type4,type3
a26564,1.4547336153444694,1.477672223273602,0.47784649308649274,0.2864277001487028,0.0037067545304777,type4,type4
a26905,1.4572675214591815,1.4783831902583202,0.47731831334600644,0.31899202059671594,0.0008825606024947,type4,type4
a11052,1.1510272788486564,1.5078354956504052,0.49636048254315335,0.3935848956425222,0.0010590727229936,type4,type4
a11586,1.0439051613370383,1.4770773687984105,0.4970344446242831,0.8537193670150549,0.001080396334866,type4,type4
a01016,1.4546499467446037,1.4772485086101221,0.4779291873942023,0.5236015650882639,0.0002180443841457,type4,type4
a12985,1.5126738177083316,1.6051000088601637,0.4817702697839263,0.3300503704851623,0.0074135090609555,type4,type4
a09511,1.4543884575944523,1.4771135747197102,0.4779938171094651,0.1543210374300304,0.0005295363614968,type4,type4
a07394,1.454390802840795,1.4772633287850356,0.47796901795946317,0.0572116704513172,0.0,type4,type4
a15844,1.517708122284334,1.5027838642955031,0.4639111285564617,0.647787599688751,0.0005026107837935,type4,type4
a17160,1.4873983593454554,1.4773550679544392,0.4726328447374997,0.3062685786763446,0.0042362908919745,type4,type4
a13577,1.4543896578670679,1.4771135173974208,0.47799363074664836,0.29121994093242354,0.001323840903742,type4,type4
a19524,1.07701538320688,1.4909792167899891,0.48774054829123387,0.4626787739336504,0.0003369776845888,type4,type4
a22331,1.5531106533635688,1.576501882915192,0.4477358874450745,0.28489708622638066,0.0095316545069428,type4,type3
a08180,1.5335812364098085,1.1576538382217205,0.4789873472833022,0.8546993983436453,0.0005895868767181,type4,type4
a13287,1.512954230419515,1.524203562007671,0.4613655075096317,0.2132167302236738,0.0042362908919745,type4,type3
a26082,1.474705350039427,1.490725066412371,0.47252494562547015,0.5127488968814088,0.0072016945163567,type4,type3
a23293,1.4705087215161683,1.4798102067656131,0.47494521112877136,0.8651344335823266,0.0032352495510627,type4,type1
a07410,1.4543863833410111,1.477115030660455,0.47799391792798923,0.3086420748600608,0.0001059072722993,type4,type4
a20246,1.4966075641138321,1.4780335479503486,0.4710618167035433,0.6495658952966319,0.000485408331372,type4,type4
a14947,1.4568492855782318,1.479141274244146,0.47726306258109136,0.3700868936353263,0.0009413979759943,type4,type4
a20945,1.494085294957283,1.5067975624653571,0.466942534202578,0.1184808594286769,0.0010590727229936,type4,type3
a17159,1.4543767379565087,0.9849646218497986,0.47804638186814336,0.37257003423718504,0.0006354436337961,type4,type4
a00202,1.4626541888631506,1.482181842486151,0.47582949657402945,0.1543210374300304,0.0021181454459872,type4,type4
a15291,1.4543991612937457,1.4771196330224101,0.47799108400970447,0.2566859921401291,0.0014120969639915,type4,type4
a15326,1.4544290041395853,1.4771357793243183,0.477983585487854,0.1184808594286769,0.0010590727229936,type4,type4
a10339,1.4543274455339232,1.1739292458644235,0.5240761474400306,0.29823090783471373,0.0002647681807484,type4,type2
a21139,1.4609302550141505,1.4810570966710894,0.4762902347242716,0.2369617188573539,0.0010590727229936,type4,type4
a02714,1.454388919631219,1.4771129155052056,0.4779938492601323,0.4560231115949665,6.157399552288731e-06,type4,type4
a02494,1.500123769506029,1.2158270955310602,0.5094989754549123,0.52018600133667,0.0014328630958149,type4,type2
a22096,1.6021286133039776,1.4774868281869535,0.5023602085402782,0.1184808594286769,0.0010590727229936,type4,type2
a06909,1.45444080921372,1.4771415604784512,0.47798071811884224,0.1184808594286769,0.0010590727229936,type4,type4
a04044,1.495866561561217,1.4785035769411277,0.47110473177206985,0.48989061939425343,1.1899693516782524e-05,type4,type4
a09662,1.4543862828883296,1.478843208992639,0.47771231339673975,0.3848885447527632,0.0019416333254883,type4,type4
a06831,1.4543812159464609,1.477383363855164,0.4779510114638245,0.1797500484060367,0.0003530242409978,type4,type4
a02856,1.4543866584260061,1.47711593914614,0.47799372494177567,0.1543210374300304,0.0,type4,type4
a16169,1.4543780980911505,1.4849663901047425,0.4793799178427931,0.472313021722657,0.0007702347076317,type4,type4
a08769,1.484535333164899,1.491952666571283,0.47076952650714476,0.4015857633090153,0.0134149211579195,type4,type3
a09901,1.4613801146608933,1.4791195839616273,0.4765311987436738,0.5183758795306086,0.0017651212049894,type4,type4
a18375,1.4543821333311868,1.4776810173971808,0.4779023418857512,0.3738301948643168,0.0038126618027771,type4,type4
a10666,1.5293777093581595,1.6188039820584046,0.4718454414302272,0.3882211479074206,0.004659919981172,type4,type3
a22412,1.4543870362731441,1.477114613662733,0.47799387945787153,0.3755754384953351,0.0010590727229936,type4,type4
a02329,1.4569871882615026,1.1708893485575806,0.5215706884005302,0.3661149331997787,0.0005776760307238,type4,type2
a11047,1.4637200649876152,1.4813802547899,0.47578679642255994,0.8659723832852781,0.0034850881465953,type4,type1
a04806,1.454390802840795,1.4987986395049457,0.47448356214391235,0.2551315321656611,0.0045010590727229,type4,type3
a01150,1.3856768264372867,1.5056699290163458,0.474285981288403,0.3695940437212304,0.0009077766197088,type4,type3
a13613,1.4553589689490798,1.478361069397955,0.4776324352611066,0.3166489519084298,0.0006051844131392,type4,type4
a15430,1.5030454539137195,1.5074557471136214,0.4654506850260763,0.8760563816485627,0.0009142422651483,type4,type3
a01427,1.4543900334144557,1.4771130279111437,0.4779936493248527,0.3062685786763446,0.0007060484819957,type4,type4
a17473,1.454383765878339,1.4774981770776199,0.47793187909785145,0.151947541246314,0.0,type4,type4
a14492,1.0449145829148956,1.0569248212197968,0.5141337409938322,0.2831518425953624,0.0005295363614968,type4,type4
a23995,1.503230133029978,1.5169627575756677,0.46395707063895764,0.785606212580596,0.0003777584234881,type4,type3
a05021,1.4544140269251629,1.4771184466193763,0.4779888535895189,0.3263799104991765,0.0001925586769079,type4,type4
a24462,1.4792491332036688,1.4830164767110485,0.47302977882876024,0.5759814995258818,0.0003706754530477,type4,type3
a28199,1.4780794272277507,1.4933593975201473,0.4715694749020736,0.2369617188573539,0.0005295363614968,type4,type3
a02839,1.4543784965200621,1.4771202231864171,0.4779943572447824,0.1184808594286769,0.0010590727229936,type4,type4
a24297,1.454343825530628,1.4780648269527101,0.4781504996709224,0.1994743216888119,0.0042362908919745,type4,type4
a03090,1.4605688247154927,1.1413768049958888,0.48151723231500815,0.5068101673398138,0.000494233937397,type4,type4
a15279,1.4844479341845063,1.496473215632931,0.4700694100465617,0.365853745311378,0.014827018121911,type4,type3
a19597,1.4656863984651407,1.4836485045879526,0.4751036733195221,0.8642010645432987,0.0008151290058996,type4,type3
a18266,1.454572869062479,1.6572629925914568,0.5080513928926282,0.3263253966760989,0.0021181454459872,type4,type4
a09352,1.4587125307067565,1.478262253308833,0.4771031245879989,0.9963069056159581,0.0009007873975462,type4,type4
a03727,1.4788700375872783,1.4939786922723108,0.47134582806579034,0.151947541246314,0.0021181454459872,type4,type3
a01638,1.4793708583269327,1.4806054667297701,0.47339562631912546,0.9286116511218291,0.000512454543384,type4,type3
a04343,1.4545861242692235,1.4772649253027863,0.4779369151425866,0.1184808594286769,0.0,type4,type4
a25234,1.45502338932587,1.4818050144090127,0.47835565646654243,0.1184808594286769,0.0010590727229936,type4,type4
a24597,1.1357973543930846,1.4945534531149214,0.5019672934269276,0.4247494381050215,0.0010590727229936,type4,type4
a27802,1.1688154320150286,1.5068940879713386,0.49896377890429444,0.5076821012140076,0.0012459679094042,type4,type4
a26176,1.504764201350129,1.4915648347396935,0.4676521935383319,0.4670881006103233,0.006825135325959,type4,type4
a17340,1.4543880608383568,1.477113228491021,0.47799393825631037,0.2132167302236738,0.0002647681807484,type4,type4
a07433,1.456768357116693,1.4779562870066243,0.47746893361731046,0.6429085116246436,0.0009178630265944,type4,type4
a16172,1.090575951430386,1.4782329812674448,0.5022751244304317,0.835415248415935,0.0009035445608756,type4,type4
a11398,1.4552950338659438,1.5871204372455248,0.46141888313024887,0.5741647361747474,0.0019971085633594,type4,type1
a25113,1.5231829434444304,1.5104585024869066,0.4619002842835358,0.8758485089899122,0.000401383726066,type4,type4
a01862,1.4814603609097556,1.4904468951051228,0.47149852418100385,0.44554097836245393,0.0010590727229936,type4,type3
a02643,1.4543896277354391,1.4771150289408914,0.47799338919648626,0.2410192373833965,0.0010590727229936,type4,type4
a20849,1.4716599184666732,1.4825822832496556,0.4743144774913586,0.32006972487340934,0.001985761355613,type4,type3
a03111,1.4542945693274625,1.4771397711580831,0.47800485480357296,0.3316975896523509,0.0005295363614968,type4,type4
a16328,1.4570311871085089,1.4778452516287586,0.47744423846779915,0.4595947449561343,0.0005507178159566,type4,type4
a12260,1.471005523373909,1.4870263482605748,0.47370681152118044,0.3179551811174889,0.0005295363614968,type4,type3
a16813,1.1409903707848488,1.49940519892534,0.49999104920961474,0.6333770722417222,0.0016740181750544,type4,type4
a01702,1.1365855965826086,1.478844988244207,0.5109364790823534,0.33261782388671135,0.000756480516424,type4,type4
a10974,1.4889966320791435,1.4833847001024782,0.4714199457246427,0.7253831175120016,0.0024423513815975,type4,type1
a10816,1.5591049494779525,1.5386669531341939,0.45233796752705646,0.9820485006845503,0.0054297637067186,type4,type1
a01323,1.5912316549779622,1.4771129155052056,0.49440256746882333,0.0612691889773597,0.0,type4,type2
a30105,1.4543912885090142,1.4808758356409975,0.47738069041868525,0.25537976293107,0.0,type4,type4
a26531,1.1528837006407102,1.4958394642531818,0.5043712207185995,0.2566859921401291,0.0007943045422452,type4,type4
a07970,1.4884006895482282,1.4811610706054912,0.4718675546985309,0.7604605318065185,0.0002169185095288,type4,type4
a09120,1.4631987742048496,1.4825492571558536,0.4756821803400269,0.1877877192476675,0.0010590727229936,type4,type4
a19230,1.4965518569570175,1.5089946177960818,0.46621799332020336,0.1877877192476675,0.0010590727229936,type4,type3
a24726,1.454390802840795,1.477104315414306,0.47799494447872526,0.2934548496169935,0.0040849947886897,type4,type4
a27705,1.456011070568472,1.4779084286193624,0.47759996369290003,0.6885246573466604,0.0017558310933842,type4,type4
a16055,1.45599349407043,1.101078907385038,0.4972682770575176,0.2994942801162842,0.0004236290891974,type4,type2
a17664,1.4548668048982518,1.5275887313636662,0.48648188281728943,0.1184808594286769,0.0,type4,type4
a10143,1.4543346756530895,1.4796460382602348,0.477589999022535,0.25537976293107,0.0001765121204989,type4,type4
a04950,1.488310607694167,1.4833909074004397,0.47152778944065366,0.3085339148563447,0.0042362908919745,type4,type4
a03594,1.472300675562145,1.4834543813511716,0.4740717073333236,0.5834288909577159,0.0024069834613491,type4,type1
a09084,1.460431356143071,1.4807563757417412,0.4764197236033074,0.3300135673100246,0.0021181454459872,type4,type4
a12105,1.4604601718870684,1.521176515798888,0.48344785927220596,0.2864277001487028,0.0021181454459872,type4,type4
a30478,1.454390802840795,1.481525187127402,0.4772751846707916,0.2235197372453049,0.0010590727229936,type4,type4
a04758,1.4545157541411893,1.477184464626709,0.47796150415368815,0.1184808594286769,0.0010590727229936,type4,type4
a11537,1.4567672355529275,1.4785026393350769,0.47738024304953064,0.1184808594286769,0.0010590727229936,type4,type4
a22200,1.4547563758296995,1.4778444815247365,0.47781471616771287,0.30484574422241895,0.0010590727229936,type4,type4
