ID,Predict,group_range,label,bad_probability
a14642,37,绝对Good区域,definitely_good,1.0
a14803,37,绝对Good区域,definitely_good,1.0
a14843,37,绝对Good区域,definitely_good,1.0
a14875,37,绝对Good区域,definitely_good,1.0
a15165,37,绝对Good区域,definitely_good,1.0
a15307,37,绝对Good区域,definitely_good,1.0
a15366,37,绝对Good区域,definitely_good,1.0
a15620,37,绝对Good区域,definitely_good,1.0
a15735,37,绝对Good区域,definitely_good,1.0
a15871,37,绝对Good区域,definitely_good,1.0
a15914,37,绝对Good区域,definitely_good,1.0
a15949,37,绝对Good区域,definitely_good,1.0
a16048,37,绝对Good区域,definitely_good,1.0
a16073,37,绝对Good区域,definitely_good,1.0
a16083,37,绝对Good区域,definitely_good,1.0
a16100,37,绝对Good区域,definitely_good,1.0
a16188,37,绝对Good区域,definitely_good,1.0
a16193,37,绝对Good区域,definitely_good,1.0
a16368,37,绝对Good区域,definitely_good,1.0
a16414,37,绝对Good区域,definitely_good,1.0
a16428,37,绝对Good区域,definitely_good,1.0
a16546,37,绝对Good区域,definitely_good,1.0
a16700,37,绝对Good区域,definitely_good,1.0
a16770,37,绝对Good区域,definitely_good,1.0
a16900,37,绝对Good区域,definitely_good,1.0
a16984,37,绝对Good区域,definitely_good,1.0
a17433,37,绝对Good区域,definitely_good,1.0
a17482,37,绝对Good区域,definitely_good,1.0
a17516,37,绝对Good区域,definitely_good,1.0
a17697,37,绝对Good区域,definitely_good,1.0
a17804,37,绝对Good区域,definitely_good,1.0
a17905,37,绝对Good区域,definitely_good,1.0
a17937,37,绝对Good区域,definitely_good,1.0
a18087,37,绝对Good区域,definitely_good,1.0
a18143,37,绝对Good区域,definitely_good,1.0
a18313,37,绝对Good区域,definitely_good,1.0
a18380,37,绝对Good区域,definitely_good,1.0
a18491,37,绝对Good区域,definitely_good,1.0
a18561,37,绝对Good区域,definitely_good,1.0
a18569,37,绝对Good区域,definitely_good,1.0
a18588,37,绝对Good区域,definitely_good,1.0
a18627,37,绝对Good区域,definitely_good,1.0
a18646,37,绝对Good区域,definitely_good,1.0
a18710,37,绝对Good区域,definitely_good,1.0
a18739,37,绝对Good区域,definitely_good,1.0
a18837,37,绝对Good区域,definitely_good,1.0
a19350,37,绝对Good区域,definitely_good,1.0
a19383,37,绝对Good区域,definitely_good,1.0
a19386,37,绝对Good区域,definitely_good,1.0
a19445,37,绝对Good区域,definitely_good,1.0
a19506,37,绝对Good区域,definitely_good,1.0
a19519,37,绝对Good区域,definitely_good,1.0
a19525,37,绝对Good区域,definitely_good,1.0
a19560,37,绝对Good区域,definitely_good,1.0
a20153,37,绝对Good区域,definitely_good,1.0
a20329,37,绝对Good区域,definitely_good,1.0
a20403,37,绝对Good区域,definitely_good,1.0
a20466,37,绝对Good区域,definitely_good,1.0
a20555,37,绝对Good区域,definitely_good,1.0
a20655,37,绝对Good区域,definitely_good,1.0
a20657,37,绝对Good区域,definitely_good,1.0
a20824,37,绝对Good区域,definitely_good,1.0
a21050,37,绝对Good区域,definitely_good,1.0
a21086,37,绝对Good区域,definitely_good,1.0
a21278,37,绝对Good区域,definitely_good,1.0
a21300,37,绝对Good区域,definitely_good,1.0
a21321,37,绝对Good区域,definitely_good,1.0
a21546,37,绝对Good区域,definitely_good,1.0
a21597,37,绝对Good区域,definitely_good,1.0
a21756,37,绝对Good区域,definitely_good,1.0
a21823,37,绝对Good区域,definitely_good,1.0
a21874,37,绝对Good区域,definitely_good,1.0
a21878,37,绝对Good区域,definitely_good,1.0
a22145,37,绝对Good区域,definitely_good,1.0
a22194,37,绝对Good区域,definitely_good,1.0
a22418,37,绝对Good区域,definitely_good,1.0
a22468,37,绝对Good区域,definitely_good,1.0
a22470,37,绝对Good区域,definitely_good,1.0
a22490,37,绝对Good区域,definitely_good,1.0
a22525,37,绝对Good区域,definitely_good,1.0
a22786,37,绝对Good区域,definitely_good,1.0
a22978,37,绝对Good区域,definitely_good,1.0
a22981,37,绝对Good区域,definitely_good,1.0
a23038,37,绝对Good区域,definitely_good,1.0
a23067,37,绝对Good区域,definitely_good,1.0
a23216,37,绝对Good区域,definitely_good,1.0
a23233,37,绝对Good区域,definitely_good,1.0
a23317,37,绝对Good区域,definitely_good,1.0
a23376,37,绝对Good区域,definitely_good,1.0
a23542,37,绝对Good区域,definitely_good,1.0
a23737,37,绝对Good区域,definitely_good,1.0
a23810,37,绝对Good区域,definitely_good,1.0
a23884,37,绝对Good区域,definitely_good,1.0
a23885,37,绝对Good区域,definitely_good,1.0
a23925,37,绝对Good区域,definitely_good,1.0
a23973,37,绝对Good区域,definitely_good,1.0
a24028,37,绝对Good区域,definitely_good,1.0
a24070,37,绝对Good区域,definitely_good,1.0
a24190,37,绝对Good区域,definitely_good,1.0
a24193,37,绝对Good区域,definitely_good,1.0
a24203,37,绝对Good区域,definitely_good,1.0
a24282,37,绝对Good区域,definitely_good,1.0
a24318,37,绝对Good区域,definitely_good,1.0
a24324,37,绝对Good区域,definitely_good,1.0
a24374,37,绝对Good区域,definitely_good,1.0
a24506,37,绝对Good区域,definitely_good,1.0
a24562,37,绝对Good区域,definitely_good,1.0
a24611,37,绝对Good区域,definitely_good,1.0
a24690,37,绝对Good区域,definitely_good,1.0
a24894,37,绝对Good区域,definitely_good,1.0
a25025,37,绝对Good区域,definitely_good,1.0
a25095,37,绝对Good区域,definitely_good,1.0
a25147,37,绝对Good区域,definitely_good,1.0
a25156,37,绝对Good区域,definitely_good,1.0
a25166,37,绝对Good区域,definitely_good,1.0
a25297,37,绝对Good区域,definitely_good,1.0
a25473,37,绝对Good区域,definitely_good,1.0
a25501,37,绝对Good区域,definitely_good,1.0
a25519,37,绝对Good区域,definitely_good,1.0
a25556,37,绝对Good区域,definitely_good,1.0
a25796,37,绝对Good区域,definitely_good,1.0
a25986,37,绝对Good区域,definitely_good,1.0
a26083,37,绝对Good区域,definitely_good,1.0
a26090,37,绝对Good区域,definitely_good,1.0
a26095,37,绝对Good区域,definitely_good,1.0
a26191,37,绝对Good区域,definitely_good,1.0
a26257,37,绝对Good区域,definitely_good,1.0
a26266,37,绝对Good区域,definitely_good,1.0
a26275,37,绝对Good区域,definitely_good,1.0
a26343,37,绝对Good区域,definitely_good,1.0
a26365,37,绝对Good区域,definitely_good,1.0
a26412,37,绝对Good区域,definitely_good,1.0
a26439,37,绝对Good区域,definitely_good,1.0
a26444,37,绝对Good区域,definitely_good,1.0
a26641,37,绝对Good区域,definitely_good,1.0
a26645,37,绝对Good区域,definitely_good,1.0
a26919,37,绝对Good区域,definitely_good,1.0
a26952,37,绝对Good区域,definitely_good,1.0
a27001,37,绝对Good区域,definitely_good,1.0
a27046,37,绝对Good区域,definitely_good,1.0
a27074,37,绝对Good区域,definitely_good,1.0
a27078,37,绝对Good区域,definitely_good,1.0
a27163,37,绝对Good区域,definitely_good,1.0
a27206,37,绝对Good区域,definitely_good,1.0
a27381,37,绝对Good区域,definitely_good,1.0
a27406,37,绝对Good区域,definitely_good,1.0
a27527,37,绝对Good区域,definitely_good,1.0
a27551,37,绝对Good区域,definitely_good,1.0
a27569,37,绝对Good区域,definitely_good,1.0
a27582,37,绝对Good区域,definitely_good,1.0
a27682,37,绝对Good区域,definitely_good,1.0
a27783,37,绝对Good区域,definitely_good,1.0
a27922,37,绝对Good区域,definitely_good,1.0
a27952,37,绝对Good区域,definitely_good,1.0
a28061,37,绝对Good区域,definitely_good,1.0
a28100,37,绝对Good区域,definitely_good,1.0
a28119,37,绝对Good区域,definitely_good,1.0
a28151,37,绝对Good区域,definitely_good,1.0
a28172,37,绝对Good区域,definitely_good,1.0
a28267,37,绝对Good区域,definitely_good,1.0
a28283,37,绝对Good区域,definitely_good,1.0
a28348,37,绝对Good区域,definitely_good,1.0
a28375,37,绝对Good区域,definitely_good,1.0
a28394,37,绝对Good区域,definitely_good,1.0
a28516,37,绝对Good区域,definitely_good,1.0
a28561,37,绝对Good区域,definitely_good,1.0
a28682,37,绝对Good区域,definitely_good,1.0
a28685,37,绝对Good区域,definitely_good,1.0
a28795,37,绝对Good区域,definitely_good,1.0
a28814,37,绝对Good区域,definitely_good,1.0
a28831,37,绝对Good区域,definitely_good,1.0
a28853,37,绝对Good区域,definitely_good,1.0
a28958,37,绝对Good区域,definitely_good,1.0
a28982,37,绝对Good区域,definitely_good,1.0
a28989,37,绝对Good区域,definitely_good,1.0
a29200,37,绝对Good区域,definitely_good,1.0
a29201,37,绝对Good区域,definitely_good,1.0
a29325,37,绝对Good区域,definitely_good,1.0
a29382,37,绝对Good区域,definitely_good,1.0
a29400,37,绝对Good区域,definitely_good,1.0
a29672,37,绝对Good区域,definitely_good,1.0
a29774,37,绝对Good区域,definitely_good,1.0
a29805,37,绝对Good区域,definitely_good,1.0
a29822,37,绝对Good区域,definitely_good,1.0
a29906,37,绝对Good区域,definitely_good,1.0
a29916,37,绝对Good区域,definitely_good,1.0
a29932,37,绝对Good区域,definitely_good,1.0
a29961,37,绝对Good区域,definitely_good,1.0
a29999,37,绝对Good区域,definitely_good,1.0
a30130,37,绝对Good区域,definitely_good,1.0
a30231,37,绝对Good区域,definitely_good,1.0
a30252,37,绝对Good区域,definitely_good,1.0
a30307,37,绝对Good区域,definitely_good,1.0
a30308,37,绝对Good区域,definitely_good,1.0
a30332,37,绝对Good区域,definitely_good,1.0
a30385,37,绝对Good区域,definitely_good,1.0
a30430,37,绝对Good区域,definitely_good,1.0
a30438,37,绝对Good区域,definitely_good,1.0
a30618,37,绝对Good区域,definitely_good,1.0
a30726,37,绝对Good区域,definitely_good,1.0
a30958,37,绝对Good区域,definitely_good,1.0
a31071,37,绝对Good区域,definitely_good,1.0
a31087,37,绝对Good区域,definitely_good,1.0
a31092,37,绝对Good区域,definitely_good,1.0
a31213,37,绝对Good区域,definitely_good,1.0
a31405,37,绝对Good区域,definitely_good,1.0
a31419,37,绝对Good区域,definitely_good,1.0
a31440,37,绝对Good区域,definitely_good,1.0
a31487,37,绝对Good区域,definitely_good,1.0
a00233,36,绝对Good区域,definitely_good,1.0
a00316,36,绝对Good区域,definitely_good,1.0
a00638,36,绝对Good区域,definitely_good,1.0
a02753,36,绝对Good区域,definitely_good,1.0
a03183,36,绝对Good区域,definitely_good,1.0
a04334,36,绝对Good区域,definitely_good,1.0
a04458,36,绝对Good区域,definitely_good,1.0
a06470,36,绝对Good区域,definitely_good,1.0
a08936,36,绝对Good区域,definitely_good,1.0
a09080,36,绝对Good区域,definitely_good,1.0
a09959,36,绝对Good区域,definitely_good,1.0
a10091,36,绝对Good区域,definitely_good,1.0
a10240,36,绝对Good区域,definitely_good,1.0
a10657,36,绝对Good区域,definitely_good,1.0
a12240,36,绝对Good区域,definitely_good,1.0
a13989,36,绝对Good区域,definitely_good,1.0
a14077,36,绝对Good区域,definitely_good,1.0
a14959,36,绝对Good区域,definitely_good,1.0
a17325,36,绝对Good区域,definitely_good,1.0
a18353,36,绝对Good区域,definitely_good,1.0
a18896,36,绝对Good区域,definitely_good,1.0
a18936,36,绝对Good区域,definitely_good,1.0
a19371,36,绝对Good区域,definitely_good,1.0
a19653,36,绝对Good区域,definitely_good,1.0
a20299,36,绝对Good区域,definitely_good,1.0
a21136,36,绝对Good区域,definitely_good,1.0
a21821,36,绝对Good区域,definitely_good,1.0
a21865,36,绝对Good区域,definitely_good,1.0
a23857,36,绝对Good区域,definitely_good,1.0
a24018,36,绝对Good区域,definitely_good,1.0
a24096,36,绝对Good区域,definitely_good,1.0
a24308,36,绝对Good区域,definitely_good,1.0
a24741,36,绝对Good区域,definitely_good,1.0
a27512,36,绝对Good区域,definitely_good,1.0
a28721,36,绝对Good区域,definitely_good,1.0
a28986,36,绝对Good区域,definitely_good,1.0
a29211,36,绝对Good区域,definitely_good,1.0
a00357,35,绝对Good区域,definitely_good,1.0
a01339,35,绝对Good区域,definitely_good,1.0
a01574,35,绝对Good区域,definitely_good,1.0
a01829,35,绝对Good区域,definitely_good,1.0
a01936,35,绝对Good区域,definitely_good,1.0
a02992,35,绝对Good区域,definitely_good,1.0
a03574,35,绝对Good区域,definitely_good,1.0
a04938,35,绝对Good区域,definitely_good,1.0
a05248,35,绝对Good区域,definitely_good,1.0
a06814,35,绝对Good区域,definitely_good,1.0
a06965,35,绝对Good区域,definitely_good,1.0
a07962,35,绝对Good区域,definitely_good,1.0
a08260,35,绝对Good区域,definitely_good,1.0
a08981,35,绝对Good区域,definitely_good,1.0
a09495,35,绝对Good区域,definitely_good,1.0
a10889,35,绝对Good区域,definitely_good,1.0
a11176,35,绝对Good区域,definitely_good,1.0
a12625,35,绝对Good区域,definitely_good,1.0
a12806,35,绝对Good区域,definitely_good,1.0
a14459,35,绝对Good区域,definitely_good,1.0
a15279,35,绝对Good区域,definitely_good,1.0
a18539,35,绝对Good区域,definitely_good,1.0
a18825,35,绝对Good区域,definitely_good,1.0
a18979,35,绝对Good区域,definitely_good,1.0
a19166,35,绝对Good区域,definitely_good,1.0
a19185,35,绝对Good区域,definitely_good,1.0
a19203,35,绝对Good区域,definitely_good,1.0
a19564,35,绝对Good区域,definitely_good,1.0
a19583,35,绝对Good区域,definitely_good,1.0
a19612,35,绝对Good区域,definitely_good,1.0
a19841,35,绝对Good区域,definitely_good,1.0
a20491,35,绝对Good区域,definitely_good,1.0
a20626,35,绝对Good区域,definitely_good,1.0
a20991,35,绝对Good区域,definitely_good,1.0
a21692,35,绝对Good区域,definitely_good,1.0
a22198,35,绝对Good区域,definitely_good,1.0
a23240,35,绝对Good区域,definitely_good,1.0
a24059,35,绝对Good区域,definitely_good,1.0
a25767,35,绝对Good区域,definitely_good,1.0
a26723,35,绝对Good区域,definitely_good,1.0
a26920,35,绝对Good区域,definitely_good,1.0
a29267,35,绝对Good区域,definitely_good,1.0
a00170,34,绝对Good区域,definitely_good,1.0
a00350,34,绝对Good区域,definitely_good,1.0
a00458,34,绝对Good区域,definitely_good,1.0
a00661,34,绝对Good区域,definitely_good,1.0
a01063,34,绝对Good区域,definitely_good,1.0
a01870,34,绝对Good区域,definitely_good,1.0
a01993,34,绝对Good区域,definitely_good,1.0
a03216,34,绝对Good区域,definitely_good,1.0
a03727,34,绝对Good区域,definitely_good,1.0
a04189,34,绝对Good区域,definitely_good,1.0
a04232,34,绝对Good区域,definitely_good,1.0
a04801,34,绝对Good区域,definitely_good,1.0
a05974,34,绝对Good区域,definitely_good,1.0
a06150,34,绝对Good区域,definitely_good,1.0
a06659,34,绝对Good区域,definitely_good,1.0
a06765,34,绝对Good区域,definitely_good,1.0
a08098,34,绝对Good区域,definitely_good,1.0
a08648,34,绝对Good区域,definitely_good,1.0
a09833,34,绝对Good区域,definitely_good,1.0
a10335,34,绝对Good区域,definitely_good,1.0
a10647,34,绝对Good区域,definitely_good,1.0
a11125,34,绝对Good区域,definitely_good,1.0
a11535,34,绝对Good区域,definitely_good,1.0
a12320,34,绝对Good区域,definitely_good,1.0
a12381,34,绝对Good区域,definitely_good,1.0
a12436,34,绝对Good区域,definitely_good,1.0
a12530,34,绝对Good区域,definitely_good,1.0
a12651,34,绝对Good区域,definitely_good,1.0
a12738,34,绝对Good区域,definitely_good,1.0
a12913,34,绝对Good区域,definitely_good,1.0
a13811,34,绝对Good区域,definitely_good,1.0
a14896,34,绝对Good区域,definitely_good,1.0
a16593,34,绝对Good区域,definitely_good,1.0
a17854,34,绝对Good区域,definitely_good,1.0
a17918,34,绝对Good区域,definitely_good,1.0
a18232,34,绝对Good区域,definitely_good,1.0
a18503,34,绝对Good区域,definitely_good,1.0
a18553,34,绝对Good区域,definitely_good,1.0
a18665,34,绝对Good区域,definitely_good,1.0
a18887,34,绝对Good区域,definitely_good,1.0
a19322,34,绝对Good区域,definitely_good,1.0
a19346,34,绝对Good区域,definitely_good,1.0
a20003,34,绝对Good区域,definitely_good,1.0
a20622,34,绝对Good区域,definitely_good,1.0
a21573,34,绝对Good区域,definitely_good,1.0
a22158,34,绝对Good区域,definitely_good,1.0
a22692,34,绝对Good区域,definitely_good,1.0
a24253,34,绝对Good区域,definitely_good,1.0
a24511,34,绝对Good区域,definitely_good,1.0
a24545,34,绝对Good区域,definitely_good,1.0
a24981,34,绝对Good区域,definitely_good,1.0
a25315,34,绝对Good区域,definitely_good,1.0
a26050,34,绝对Good区域,definitely_good,1.0
a26129,34,绝对Good区域,definitely_good,1.0
a27045,34,绝对Good区域,definitely_good,1.0
a27590,34,绝对Good区域,definitely_good,1.0
a27826,34,绝对Good区域,definitely_good,1.0
a27845,34,绝对Good区域,definitely_good,1.0
a28393,34,绝对Good区域,definitely_good,1.0
a30401,34,绝对Good区域,definitely_good,1.0
a30975,34,绝对Good区域,definitely_good,1.0
a01819,33,绝对Good区域,definitely_good,1.0
a03676,33,绝对Good区域,definitely_good,1.0
a05261,33,绝对Good区域,definitely_good,1.0
a06098,33,绝对Good区域,definitely_good,1.0
a08832,33,绝对Good区域,definitely_good,1.0
a09480,33,绝对Good区域,definitely_good,1.0
a10656,33,绝对Good区域,definitely_good,1.0
a10786,33,绝对Good区域,definitely_good,1.0
a11686,33,绝对Good区域,definitely_good,1.0
a13179,33,绝对Good区域,definitely_good,1.0
a13570,33,绝对Good区域,definitely_good,1.0
a14278,33,绝对Good区域,definitely_good,1.0
a14871,33,绝对Good区域,definitely_good,1.0
a18023,33,绝对Good区域,definitely_good,1.0
a19388,33,绝对Good区域,definitely_good,1.0
a21488,33,绝对Good区域,definitely_good,1.0
a22208,33,绝对Good区域,definitely_good,1.0
a24884,33,绝对Good区域,definitely_good,1.0
a25414,33,绝对Good区域,definitely_good,1.0
a26208,33,绝对Good区域,definitely_good,1.0
a26424,33,绝对Good区域,definitely_good,1.0
